Iteraciones,Energia_liberada,Energia_total
1694100,0.000000,0.252790
1694200,0.000000,0.283970
1694300,0.000000,0.276175
1694400,0.000000,0.278943
1694500,0.000000,0.256527
1694600,0.000000,0.269046
1694700,0.000000,0.289907
1694800,0.000000,0.275657
1694900,0.000000,0.281368
1695000,0.000000,0.280266
1695100,0.000000,0.255539
1695200,0.000000,0.270871
1695300,0.000000,0.272353
1695400,0.000000,0.268762
1695500,0.000000,0.279832
1695600,0.000000,0.275052
1695700,0.000000,0.270920
1695800,0.000000,0.271129
1695900,0.000000,0.270290
1696000,0.000000,0.257476
1696100,0.000000,0.282682
1696200,0.000000,0.260621
1696300,0.000000,0.283506
1696400,0.000000,0.294305
1696500,0.000000,0.253022
1696600,0.000000,0.256252
1696700,0.000000,0.244763
1696800,0.000000,0.264657
1696900,0.000000,0.274279
1697000,0.000000,0.265070
1697100,0.000000,0.281039
1697200,0.000000,0.271134
1697300,0.000000,0.261703
1697400,0.000000,0.265047
1697500,0.000000,0.275380
1697600,0.000000,0.262682
1697700,0.000000,0.260117
1697800,0.000000,0.264522
1697900,0.000000,0.259186
1698000,0.000000,0.224099
1698100,0.000000,0.235556
1698200,0.000000,0.237764
1698300,0.000000,0.247940
1698400,0.000000,0.255012
1698500,0.000000,0.275320
1698600,0.000000,0.295476
1698700,0.000000,0.266771
1698800,0.000000,0.244747
1698900,0.000000,0.278923
1699000,0.000000,0.269947
1699100,0.000000,0.269253
1699200,0.000000,0.255172
1699300,0.000000,0.284341
1699400,0.000000,0.276970
1699500,0.000000,0.233023
1699600,0.000000,0.235345
1699700,0.000000,0.269923
1699800,0.000000,0.270171
1699900,0.000000,0.243510
1700000,0.000000,0.277655
1700100,0.000000,0.288830
1700200,0.000000,0.273665
1700300,0.000000,0.291008
1700400,0.000000,0.295433
1700500,0.000000,0.258788
1700600,0.000000,0.251198
1700700,0.000000,0.236152
1700800,0.000000,0.270772
1700900,0.000000,0.294803
1701000,0.000000,0.271460
1701100,0.000000,0.255316
1701200,0.000000,0.257714
1701300,0.000000,0.263803
1701400,0.000000,0.261441
1701500,0.000000,0.256079
1701600,0.000000,0.248831
1701700,0.000000,0.251264
1701800,0.000000,0.263425
1701900,0.000000,0.265902
1702000,0.000000,0.244684
1702100,0.000000,0.268184
1702200,0.000000,0.271982
1702300,0.000000,0.262083
1702400,0.000000,0.284291
1702500,0.000000,0.243312
1702600,0.000000,0.252231
1702700,0.000000,0.248254
1702800,0.000000,0.239698
1702900,0.000000,0.256781
1703000,0.000000,0.283507
1703100,0.000000,0.265651
1703200,0.000000,0.257606
1703300,0.000000,0.232714
1703400,0.000000,0.264212
1703500,0.000000,0.288084
1703600,0.000000,0.264531
1703700,0.000000,0.253980
1703800,0.000000,0.249043
1703900,0.000000,0.241844
1704000,0.000000,0.270462
1704100,0.000000,0.255869
1704200,0.000000,0.281728
1704300,0.000000,0.261402
1704400,0.000000,0.261574
1704500,0.000000,0.271956
1704600,0.000000,0.291112
1704700,0.000000,0.280215
1704800,0.000000,0.295932
1704900,0.000000,0.283392
1705000,0.000000,0.278266
1705100,0.000000,0.270652
1705200,0.000000,0.224868
1705300,0.000000,0.263759
1705400,0.000000,0.263119
1705500,0.000000,0.264124
1705600,0.000000,0.278083
1705700,0.000000,0.260257
1705800,0.000000,0.273364
1705900,0.000000,0.267004
1706000,0.000000,0.277946
1706100,0.000000,0.276044
1706200,0.000000,0.253793
1706300,0.000000,0.256697
1706400,0.000000,0.227539
1706500,0.000000,0.248580
1706600,0.000000,0.254978
1706700,0.000000,0.261730
1706800,0.000000,0.255161
1706900,0.000000,0.264425
1707000,0.000000,0.253691
1707100,0.000000,0.285620
1707200,0.000000,0.289179
1707300,0.000000,0.269634
1707400,0.000000,0.269466
1707500,0.000000,0.254383
1707600,0.000000,0.265295
1707700,0.000000,0.253115
1707800,0.000000,0.235384
1707900,0.000000,0.252361
1708000,0.000000,0.242744
1708100,0.000000,0.251421
1708200,0.000000,0.264746
1708300,0.000000,0.255410
1708400,0.000000,0.269450
1708500,0.000000,0.272105
1708600,0.000000,0.273197
1708700,0.000000,0.262057
1708800,0.000000,0.258224
1708900,0.000000,0.252028
1709000,0.000000,0.229481
1709100,0.000000,0.274017
1709200,0.000000,0.284810
1709300,0.000000,0.277323
1709400,0.000000,0.277505
1709500,0.000000,0.272393
1709600,0.000000,0.255202
1709700,0.000000,0.281903
1709800,0.000000,0.264777
1709900,0.000000,0.249514
1710000,0.000000,0.238744
1710100,0.000000,0.249307
1710200,0.000000,0.251304
1710300,0.000000,0.253398
1710400,0.000000,0.232976
1710500,0.000000,0.246328
1710600,0.000000,0.261492
1710700,0.000000,0.257185
1710800,0.000000,0.235947
1710900,0.000000,0.240628
1711000,0.000000,0.243494
1711100,0.000000,0.245627
1711200,0.000000,0.269863
1711300,0.000000,0.277192
1711400,0.000000,0.267571
1711500,0.000000,0.283009
1711600,0.000000,0.270596
1711700,0.000000,0.253634
1711800,0.000000,0.231160
1711900,0.000000,0.257987
1712000,0.000000,0.267674
1712100,0.000000,0.282305
1712200,0.000000,0.282425
1712300,0.000000,0.255726
1712400,0.000000,0.247303
1712500,0.000000,0.241515
1712600,0.000000,0.255179
1712700,0.000000,0.258317
1712800,0.000000,0.266247
1712900,0.000000,0.270448
1713000,0.000000,0.261388
1713100,0.000000,0.262723
1713200,0.000000,0.218701
1713300,0.000000,0.249314
1713400,0.000000,0.267805
1713500,0.000000,0.241240
1713600,0.000000,0.249327
1713700,0.000000,0.245689
1713800,0.000000,0.275692
1713900,0.000000,0.282312
1714000,0.000000,0.245834
1714100,0.000000,0.255363
1714200,0.000000,0.248274
1714300,0.000000,0.248247
1714400,0.000000,0.239485
1714500,0.000000,0.238778
1714600,0.000000,0.254127
1714700,0.000000,0.226547
1714800,0.000000,0.259892
1714900,0.000000,0.258428
1715000,0.000000,0.233011
1715100,0.000000,0.239741
1715200,0.000000,0.268615
1715300,0.000000,0.287360
1715400,0.000000,0.247858
1715500,0.000000,0.249577
1715600,0.000000,0.236051
1715700,0.000000,0.227854
1715800,0.000000,0.251550
1715900,0.000000,0.249461
1716000,0.000000,0.265346
1716100,0.000000,0.257273
1716200,0.000000,0.264312
1716300,0.000000,0.246800
1716400,0.000000,0.252314
1716500,0.000000,0.241512
1716600,0.000000,0.237808
1716700,0.000000,0.223843
1716800,0.000000,0.249178
1716900,0.000000,0.249366
1717000,0.000000,0.253162
1717100,0.000000,0.271786
1717200,0.000000,0.266351
1717300,0.000000,0.284459
1717400,0.000000,0.268327
1717500,0.000000,0.267936
1717600,0.000000,0.258043
1717700,0.000000,0.223940
1717800,0.000000,0.260232
1717900,0.000000,0.280417
1718000,0.000000,0.271925
1718100,0.000000,0.264106
1718200,0.000000,0.243554
1718300,0.000000,0.282658
1718400,0.000000,0.273840
1718500,0.000000,0.281745
1718600,0.000000,0.242664
1718700,0.000000,0.262696
1718800,0.000000,0.260114
1718900,0.000000,0.229014
1719000,0.000000,0.249213
1719100,0.000000,0.232504
1719200,0.000000,0.281570
1719300,0.000000,0.287751
1719400,0.000000,0.286871
1719500,0.000000,0.280523
1719600,0.000000,0.269602
1719700,0.000000,0.278729
1719800,0.000000,0.297364
1719900,0.000000,0.290271
1720000,0.000000,0.295476
1720100,0.000000,0.290470
1720200,0.000000,0.268743
1720300,0.000000,0.269699
1720400,0.000000,0.283091
1720500,0.000000,0.259422
1720600,0.000000,0.237711
1720700,0.000000,0.247826
1720800,0.000000,0.270384
1720900,0.000000,0.264940
1721000,0.000000,0.261055
1721100,0.000000,0.259521
1721200,0.000000,0.260611
1721300,0.000000,0.289315
1721400,0.000000,0.266873
1721500,0.000000,0.229560
1721600,0.000000,0.274205
1721700,0.000000,0.278078
1721800,0.000000,0.268207
1721900,0.000000,0.290125
1722000,0.000000,0.262264
1722100,0.000000,0.243129
1722200,0.000000,0.221061
1722300,0.000000,0.246260
1722400,0.000000,0.244101
1722500,0.000000,0.279331
1722600,0.000000,0.291432
1722700,0.000000,0.298495
1722800,0.000000,0.287101
1722900,0.000000,0.256644
1723000,0.000000,0.250961
1723100,0.000000,0.233109
1723200,0.000000,0.233275
1723300,0.000000,0.248949
1723400,0.000000,0.258293
1723500,0.000000,0.249895
1723600,0.000000,0.233289
1723700,0.000000,0.241744
1723800,0.000000,0.255251
1723900,0.000000,0.249390
1724000,0.000000,0.236077
1724100,0.000000,0.236325
1724200,0.000000,0.238525
1724300,0.000000,0.259218
1724400,0.000000,0.301255
1724500,0.000000,0.297461
1724600,0.000000,0.271778
1724700,0.000000,0.281546
1724800,0.000000,0.261438
1724900,0.000000,0.295244
1725000,0.000000,0.292149
1725100,0.000000,0.310347
1725200,0.000000,0.248987
1725300,0.000000,0.244638
1725400,0.000000,0.231072
1725500,0.000000,0.221560
1725600,0.000000,0.224506
1725700,0.000000,0.228373
1725800,0.000000,0.245395
1725900,0.000000,0.244835
1726000,0.000000,0.260733
1726100,0.000000,0.241808
1726200,0.000000,0.259753
1726300,0.000000,0.286407
1726400,0.000000,0.303873
1726500,0.000000,0.274723
1726600,0.000000,0.291783
1726700,0.000000,0.270465
1726800,0.000000,0.258002
1726900,0.000000,0.223068
1727000,0.000000,0.228755
1727100,0.000000,0.235919
1727200,0.000000,0.258939
1727300,0.000000,0.261767
1727400,0.000000,0.269287
1727500,0.000000,0.234039
1727600,0.000000,0.231497
1727700,0.000000,0.265455
1727800,0.000000,0.274157
1727900,0.000000,0.250125
1728000,0.000000,0.237845
1728100,0.000000,0.262767
1728200,0.000000,0.268039
1728300,0.000000,0.257925
1728400,0.000000,0.277644
1728500,0.000000,0.263523
1728600,0.000000,0.261834
1728700,0.000000,0.245875
1728800,0.000000,0.232125
1728900,0.000000,0.268344
1729000,0.000000,0.245056
1729100,0.000000,0.231382
1729200,0.000000,0.212653
1729300,0.000000,0.249439
1729400,0.000000,0.244968
1729500,0.000000,0.238367
1729600,0.000000,0.238681
1729700,0.000000,0.243682
1729800,0.000000,0.262655
1729900,0.000000,0.258335
1730000,0.000000,0.240074
1730100,0.000000,0.258154
1730200,0.000000,0.258327
1730300,0.000000,0.254574
1730400,0.000000,0.268864
1730500,0.000000,0.269061
1730600,0.000000,0.270471
1730700,0.000000,0.255739
1730800,0.000000,0.260890
1730900,0.000000,0.261977
1731000,0.000000,0.249039
1731100,0.000000,0.237601
1731200,0.000000,0.230819
1731300,0.000000,0.245611
1731400,0.000000,0.236820
1731500,0.000000,0.259366
1731600,0.000000,0.262490
1731700,0.000000,0.249062
1731800,0.000000,0.243783
1731900,0.000000,0.269435
1732000,0.000000,0.289992
1732100,0.000000,0.243025
1732200,0.000000,0.286190
1732300,0.000000,0.249350
1732400,0.000000,0.255377
1732500,0.000000,0.295347
1732600,0.000000,0.267514
1732700,0.000000,0.279978
1732800,0.000000,0.293383
1732900,0.000000,0.297700
1733000,0.000000,0.269975
1733100,0.000000,0.285102
1733200,0.000000,0.242403
1733300,0.000000,0.245277
1733400,0.000000,0.253150
1733500,0.000000,0.254262
1733600,0.000000,0.221237
1733700,0.000000,0.219932
1733800,0.000000,0.192147
1733900,0.000000,0.230629
1734000,0.000000,0.251649
1734100,0.000000,0.262973
1734200,0.000000,0.275380
1734300,0.000000,0.241432
1734400,0.000000,0.262328
1734500,0.000000,0.262479
1734600,0.000000,0.256666
1734700,0.000000,0.273523
1734800,0.000000,0.287829
1734900,0.000000,0.258839
1735000,0.000000,0.235928
1735100,0.000000,0.241918
1735200,0.000000,0.257425
1735300,0.000000,0.243408
1735400,0.000000,0.221225
1735500,0.000000,0.233172
1735600,0.000000,0.252196
1735700,0.000000,0.247154
1735800,0.000000,0.268092
1735900,0.000000,0.259177
1736000,0.000000,0.265217
1736100,0.000000,0.241551
1736200,0.000000,0.253029
1736300,0.000000,0.277084
1736400,0.000000,0.289540
1736500,0.000000,0.285017
1736600,0.000000,0.281168
1736700,0.000000,0.268654
1736800,0.000000,0.261562
1736900,0.000000,0.219955
1737000,0.000000,0.248882
1737100,0.000000,0.241741
1737200,0.000000,0.258687
1737300,0.000000,0.256262
1737400,0.000000,0.258049
1737500,0.000000,0.253011
1737600,0.000000,0.251012
1737700,0.000000,0.253390
1737800,0.000000,0.234152
1737900,0.000000,0.251956
1738000,0.000000,0.256171
1738100,0.000000,0.248386
1738200,0.000000,0.272286
1738300,0.000000,0.287912
1738400,0.000000,0.289034
1738500,0.000000,0.303283
1738600,0.000000,0.277261
1738700,0.000000,0.265033
1738800,0.000000,0.263064
1738900,0.000000,0.242950
1739000,0.000000,0.256689
1739100,0.000000,0.258774
1739200,0.000000,0.237669
1739300,0.000000,0.271438
1739400,0.000000,0.264103
1739500,0.000000,0.250107
1739600,0.000000,0.228560
1739700,0.000000,0.246787
1739800,0.000000,0.275052
1739900,0.000000,0.274650
1740000,0.000000,0.243119
1740100,0.000000,0.230648
1740200,0.000000,0.226889
1740300,0.000000,0.254212
1740400,0.000000,0.255901
1740500,0.000000,0.259180
1740600,0.000000,0.309557
1740700,0.000000,0.293432
1740800,0.000000,0.270689
1740900,0.000000,0.269554
1741000,0.000000,0.270501
1741100,0.000000,0.243743
1741200,0.000000,0.254858
1741300,0.000000,0.264086
1741400,0.000000,0.265479
1741500,0.000000,0.275619
1741600,0.000000,0.259820
1741700,0.000000,0.269877
1741800,0.000000,0.256082
1741900,0.000000,0.262961
1742000,0.000000,0.265777
1742100,0.000000,0.267717
1742200,0.000000,0.253501
1742300,0.000000,0.270202
1742400,0.000000,0.258225
1742500,0.000000,0.266666
1742600,0.000000,0.279651
1742700,0.000000,0.286482
1742800,0.000000,0.245785
1742900,0.000000,0.260552
1743000,0.000000,0.260934
1743100,0.000000,0.257595
1743200,0.000000,0.248601
1743300,0.000000,0.244309
1743400,0.000000,0.249073
1743500,0.000000,0.236938
1743600,0.000000,0.255323
1743700,0.000000,0.295788
1743800,0.000000,0.291061
1743900,0.000000,0.283216
1744000,0.000000,0.274825
1744100,0.000000,0.254757
1744200,0.000000,0.248100
1744300,0.000000,0.229694
1744400,0.000000,0.229647
1744500,0.000000,0.230059
1744600,0.000000,0.215509
1744700,0.000000,0.225503
1744800,0.000000,0.260821
1744900,0.000000,0.290899
1745000,0.000000,0.296406
1745100,0.000000,0.302307
1745200,0.000000,0.250391
1745300,0.000000,0.264722
1745400,0.000000,0.238422
1745500,0.000000,0.245602
1745600,0.000000,0.246899
1745700,0.000000,0.269859
1745800,0.000000,0.261146
1745900,0.000000,0.245109
1746000,0.000000,0.242405
1746100,0.000000,0.232867
1746200,0.000000,0.250001
1746300,0.000000,0.267820
1746400,0.000000,0.249029
1746500,0.000000,0.264642
1746600,0.000000,0.273754
1746700,0.000000,0.249423
1746800,0.000000,0.248858
1746900,0.000000,0.252318
1747000,0.000000,0.265168
1747100,0.000000,0.287255
1747200,0.000000,0.253165
1747300,0.000000,0.259778
1747400,0.000000,0.256314
1747500,0.000000,0.261540
1747600,0.000000,0.254965
1747700,0.000000,0.251120
1747800,0.000000,0.253916
1747900,0.000000,0.263512
1748000,0.000000,0.239244
1748100,0.000000,0.239285
1748200,0.000000,0.246791
1748300,0.000000,0.238533
1748400,0.000000,0.260844
1748500,0.000000,0.290547
1748600,0.000000,0.301223
1748700,0.000000,0.271183
1748800,0.000000,0.307141
1748900,0.000000,0.257006
1749000,0.000000,0.251278
1749100,0.000000,0.255844
1749200,0.000000,0.261929
1749300,0.000000,0.256932
1749400,0.000000,0.249685
1749500,0.000000,0.234619
1749600,0.000000,0.257731
1749700,0.000000,0.281257
1749800,0.000000,0.273931
1749900,0.000000,0.275415
1750000,0.000000,0.260382
1750100,0.000000,0.259055
1750200,0.000000,0.279239
1750300,0.000000,0.274615
1750400,0.000000,0.248449
1750500,0.000000,0.262841
1750600,0.000000,0.258861
1750700,0.000000,0.247868
1750800,0.000000,0.275165
1750900,0.000000,0.237673
1751000,0.000000,0.223627
1751100,0.000000,0.251929
1751200,0.000000,0.248701
1751300,0.000000,0.243208
1751400,0.000000,0.261907
1751500,0.000000,0.276565
1751600,0.000000,0.298725
1751700,0.000000,0.298456
1751800,0.000000,0.294613
1751900,0.000000,0.270363
1752000,0.000000,0.258293
1752100,0.000000,0.254223
1752200,0.000000,0.233580
1752300,0.000000,0.253886
1752400,0.000000,0.253253
1752500,0.000000,0.275314
1752600,0.000000,0.272300
1752700,0.000000,0.271803
1752800,0.000000,0.247613
1752900,0.000000,0.238554
1753000,0.000000,0.242983
1753100,0.000000,0.267839
1753200,0.000000,0.290282
1753300,0.000000,0.301392
1753400,0.000000,0.279672
1753500,0.000000,0.243977
1753600,0.000000,0.263778
1753700,0.000000,0.261423
1753800,0.000000,0.274451
1753900,0.000000,0.283907
1754000,0.000000,0.282718
1754100,0.000000,0.283417
1754200,0.000000,0.243545
1754300,0.000000,0.244216
1754400,0.000000,0.253188
1754500,0.000000,0.272931
1754600,0.000000,0.226599
1754700,0.000000,0.235351
1754800,0.000000,0.237337
1754900,0.000000,0.258463
1755000,0.000000,0.275123
1755100,0.000000,0.243670
1755200,0.000000,0.244165
1755300,0.000000,0.234668
1755400,0.000000,0.287647
1755500,0.000000,0.254069
1755600,0.000000,0.263280
1755700,0.000000,0.255325
1755800,0.000000,0.255176
1755900,0.000000,0.289469
1756000,0.000000,0.258710
1756100,0.000000,0.244467
1756200,0.000000,0.263199
1756300,0.000000,0.229362
1756400,0.000000,0.237505
1756500,0.000000,0.227682
1756600,0.000000,0.240938
1756700,0.000000,0.226674
1756800,0.000000,0.218636
1756900,0.000000,0.249466
1757000,0.000000,0.232921
1757100,0.000000,0.263155
1757200,0.000000,0.215650
1757300,0.000000,0.209726
1757400,0.000000,0.216201
1757500,0.000000,0.258494
1757600,0.000000,0.272156
1757700,0.000000,0.274134
1757800,0.000000,0.240762
1757900,0.000000,0.242494
1758000,0.000000,0.241535
1758100,0.000000,0.263000
1758200,0.000000,0.268004
1758300,0.000000,0.260327
1758400,0.000000,0.221645
1758500,0.000000,0.264767
1758600,0.000000,0.302218
1758700,0.000000,0.298990
1758800,0.000000,0.281903
1758900,0.000000,0.289442
1759000,0.000000,0.260091
1759100,0.000000,0.235348
1759200,0.000000,0.250959
1759300,0.000000,0.258819
1759400,0.000000,0.227856
1759500,0.000000,0.207574
1759600,0.000000,0.250132
1759700,0.000000,0.263205
1759800,0.000000,0.273441
1759900,0.000000,0.251324
1760000,0.000000,0.273778
1760100,0.000000,0.253334
1760200,0.000000,0.223525
1760300,0.000000,0.238202
1760400,0.000000,0.270265
1760500,0.000000,0.258325
1760600,0.000000,0.273961
1760700,0.000000,0.248368
1760800,0.000000,0.266488
1760900,0.000000,0.271214
1761000,0.000000,0.225956
1761100,0.000000,0.262968
1761200,0.000000,0.249587
1761300,0.000000,0.269612
1761400,0.000000,0.279163
1761500,0.000000,0.249832
1761600,0.000000,0.287650
1761700,0.000000,0.254069
1761800,0.000000,0.265740
1761900,0.000000,0.236302
1762000,0.000000,0.268447
1762100,0.000000,0.254675
1762200,0.000000,0.224606
1762300,0.000000,0.250067
1762400,0.000000,0.235304
1762500,0.000000,0.250801
1762600,0.000000,0.246031
1762700,0.000000,0.247442
1762800,0.000000,0.232777
1762900,0.000000,0.261361
1763000,0.000000,0.298106
1763100,0.000000,0.296457
1763200,0.000000,0.275649
1763300,0.000000,0.250460
1763400,0.000000,0.251708
1763500,0.000000,0.250898
1763600,0.000000,0.251274
1763700,0.000000,0.258242
1763800,0.000000,0.269113
1763900,0.000000,0.253910
1764000,0.000000,0.255544
1764100,0.000000,0.236908
1764200,0.000000,0.252021
1764300,0.000000,0.232664
1764400,0.000000,0.233835
1764500,0.000000,0.244455
1764600,0.000000,0.224559
1764700,0.000000,0.223103
1764800,0.000000,0.247089
1764900,0.000000,0.233566
1765000,0.000000,0.244347
1765100,0.000000,0.286667
1765200,0.000000,0.262456
1765300,0.000000,0.272854
1765400,0.000000,0.271566
1765500,0.000000,0.280229
1765600,0.000000,0.256551
1765700,0.000000,0.277669
1765800,0.000000,0.248419
1765900,0.000000,0.282841
1766000,0.000000,0.255858
1766100,0.000000,0.261401
1766200,0.000000,0.244617
1766300,0.000000,0.224619
1766400,0.000000,0.276119
1766500,0.000000,0.254509
1766600,0.000000,0.245545
1766700,0.000000,0.256700
1766800,0.000000,0.258879
1766900,0.000000,0.255056
1767000,0.000000,0.257070
1767100,0.000000,0.253624
1767200,0.000000,0.245665
1767300,0.000000,0.231572
1767400,0.000000,0.249697
1767500,0.000000,0.274013
1767600,0.000000,0.275676
1767700,0.000000,0.262021
1767800,0.000000,0.251664
1767900,0.000000,0.273617
1768000,0.000000,0.267489
1768100,0.000000,0.254906
1768200,0.000000,0.260715
1768300,0.000000,0.280673
1768400,0.000000,0.300126
1768500,0.000000,0.293425
1768600,0.000000,0.287541
1768700,0.000000,0.233827
1768800,0.000000,0.252532
1768900,0.000000,0.240280
1769000,0.000000,0.256490
1769100,0.000000,0.274661
1769200,0.000000,0.267460
1769300,0.000000,0.268545
1769400,0.000000,0.277033
1769500,0.000000,0.273577
1769600,0.000000,0.286179
1769700,0.000000,0.281704
1769800,0.000000,0.272689
1769900,0.000000,0.280410
1770000,0.000000,0.249708
1770100,0.000000,0.250914
1770200,0.000000,0.249755
1770300,0.000000,0.251917
1770400,0.000000,0.233197
1770500,0.000000,0.218637
1770600,0.000000,0.216157
1770700,0.000000,0.212620
1770800,0.000000,0.251249
1770900,0.000000,0.259353
1771000,0.000000,0.243614
1771100,0.000000,0.260447
1771200,0.000000,0.258249
1771300,0.000000,0.259212
1771400,0.000000,0.255990
1771500,0.000000,0.268422
1771600,0.000000,0.280444
1771700,0.000000,0.259952
1771800,0.000000,0.254486
1771900,0.000000,0.232651
1772000,0.000000,0.249045
1772100,0.000000,0.228625
1772200,0.000000,0.249102
1772300,0.000000,0.283704
1772400,0.000000,0.260255
1772500,0.000000,0.256102
1772600,0.000000,0.233252
1772700,0.000000,0.253334
1772800,0.000000,0.253544
1772900,0.000000,0.286297
1773000,0.000000,0.279199
1773100,0.000000,0.281616
1773200,0.000000,0.286477
1773300,0.000000,0.297135
1773400,0.000000,0.243721
1773500,0.000000,0.267505
1773600,0.000000,0.240310
1773700,0.000000,0.248596
1773800,0.000000,0.252696
1773900,0.000000,0.260328
1774000,0.000000,0.276653
1774100,0.000000,0.300224
1774200,0.000000,0.275807
1774300,0.000000,0.263297
1774400,0.000000,0.295454
1774500,0.000000,0.305359
1774600,0.000000,0.252211
1774700,0.000000,0.260342
1774800,0.000000,0.268099
1774900,0.000000,0.295767
1775000,0.000000,0.265759
1775100,0.000000,0.245651
1775200,0.000000,0.268513
1775300,0.000000,0.271361
1775400,0.000000,0.245533
1775500,0.000000,0.258152
1775600,0.000000,0.250290
1775700,0.000000,0.263593
1775800,0.000000,0.276497
1775900,0.000000,0.267902
1776000,0.000000,0.249216
1776100,0.000000,0.284201
1776200,0.000000,0.274516
1776300,0.000000,0.262369
1776400,0.000000,0.263647
1776500,0.000000,0.280814
1776600,0.000000,0.257391
1776700,0.000000,0.275215
1776800,0.000000,0.269495
1776900,0.000000,0.243960
1777000,0.000000,0.265028
1777100,0.000000,0.230414
1777200,0.000000,0.261043
1777300,0.000000,0.296183
1777400,0.000000,0.302267
1777500,0.000000,0.293552
1777600,0.000000,0.273793
1777700,0.000000,0.259686
1777800,0.000000,0.267875
1777900,0.000000,0.254022
1778000,0.000000,0.245427
1778100,0.000000,0.250918
1778200,0.000000,0.274435
1778300,0.000000,0.259912
1778400,0.000000,0.258368
1778500,0.000000,0.265556
1778600,0.000000,0.246687
1778700,0.000000,0.261063
1778800,0.000000,0.248350
1778900,0.000000,0.235993
1779000,0.000000,0.253258
1779100,0.000000,0.258760
1779200,0.000000,0.265290
1779300,0.000000,0.269704
1779400,0.000000,0.285390
1779500,0.000000,0.301580
1779600,0.000000,0.285715
1779700,0.000000,0.295128
1779800,0.000000,0.296184
1779900,0.000000,0.282092
1780000,0.000000,0.283241
1780100,0.000000,0.268578
1780200,0.000000,0.287566
1780300,0.000000,0.278032
1780400,0.000000,0.254324
1780500,0.000000,0.245863
1780600,0.000000,0.245473
1780700,0.000000,0.256837
1780800,0.000000,0.251875
1780900,0.000000,0.233727
1781000,0.000000,0.264675
1781100,0.000000,0.280895
1781200,0.000000,0.270576
1781300,0.000000,0.246939
1781400,0.000000,0.227278
1781500,0.000000,0.280772
1781600,0.000000,0.283968
1781700,0.000000,0.257485
1781800,0.000000,0.232966
1781900,0.000000,0.260506
1782000,0.000000,0.237582
1782100,0.000000,0.253371
1782200,0.000000,0.256342
1782300,0.000000,0.269821
1782400,0.000000,0.257402
1782500,0.000000,0.266153
1782600,0.000000,0.270201
1782700,0.000000,0.270288
1782800,0.000000,0.263462
1782900,0.000000,0.255537
1783000,0.000000,0.242744
1783100,0.000000,0.238009
1783200,0.000000,0.258405
1783300,0.000000,0.270228
1783400,0.000000,0.287958
1783500,0.000000,0.254518
1783600,0.000000,0.256466
1783700,0.000000,0.268810
1783800,0.000000,0.271873
1783900,0.000000,0.265722
1784000,0.000000,0.280810
1784100,0.000000,0.250262
1784200,0.000000,0.255674
1784300,0.000000,0.292369
1784400,0.000000,0.243898
1784500,0.000000,0.255270
1784600,0.000000,0.265191
1784700,0.000000,0.270348
1784800,0.000000,0.246339
1784900,0.000000,0.256482
1785000,0.000000,0.259676
1785100,0.000000,0.263831
1785200,0.000000,0.238968
1785300,0.000000,0.249223
1785400,0.000000,0.285494
1785500,0.000000,0.266769
1785600,0.000000,0.266222
1785700,0.000000,0.246858
1785800,0.000000,0.239782
1785900,0.000000,0.251117
1786000,0.000000,0.242560
1786100,0.000000,0.269779
1786200,0.000000,0.259688
1786300,0.000000,0.251837
1786400,0.000000,0.233504
1786500,0.000000,0.244322
1786600,0.000000,0.257428
1786700,0.000000,0.239835
1786800,0.000000,0.258541
1786900,0.000000,0.233518
1787000,0.000000,0.233072
1787100,0.000000,0.234908
1787200,0.000000,0.238433
1787300,0.000000,0.246200
1787400,0.000000,0.239856
1787500,0.000000,0.261423
1787600,0.000000,0.242782
1787700,0.000000,0.229350
1787800,0.000000,0.253401
1787900,0.000000,0.266737
1788000,0.000000,0.257181
1788100,0.000000,0.235216
1788200,0.000000,0.241039
1788300,0.000000,0.254162
1788400,0.000000,0.262261
1788500,0.000000,0.214292
1788600,0.000000,0.211815
1788700,0.000000,0.245487
1788800,0.000000,0.261713
1788900,0.000000,0.273768
1789000,0.000000,0.242394
1789100,0.000000,0.237470
1789200,0.000000,0.252837
1789300,0.000000,0.246324
1789400,0.000000,0.249594
1789500,0.000000,0.262499
1789600,0.000000,0.301235
1789700,0.000000,0.277387
1789800,0.000000,0.309991
1789900,0.000000,0.284174
1790000,0.000000,0.295196
1790100,0.000000,0.296247
1790200,0.000000,0.262350
1790300,0.000000,0.259639
1790400,0.000000,0.267632
1790500,0.000000,0.267648
1790600,0.000000,0.258743
1790700,0.000000,0.266999
1790800,0.000000,0.251936
1790900,0.000000,0.260238
1791000,0.000000,0.253599
1791100,0.000000,0.259022
1791200,0.000000,0.243860
1791300,0.000000,0.258067
1791400,0.000000,0.263726
1791500,0.000000,0.261946
1791600,0.000000,0.271235
1791700,0.000000,0.262125
1791800,0.000000,0.270323
1791900,0.000000,0.244997
1792000,0.000000,0.220527
1792100,0.000000,0.228958
1792200,0.000000,0.223480
1792300,0.000000,0.247888
1792400,0.000000,0.246815
1792500,0.000000,0.272280
1792600,0.000000,0.253989
1792700,0.000000,0.254092
1792800,0.000000,0.240055
1792900,0.000000,0.230302
1793000,0.000000,0.234707
1793100,0.000000,0.221780
1793200,0.000000,0.213141
1793300,0.000000,0.211997
1793400,0.000000,0.254121
1793500,0.000000,0.262899
1793600,0.000000,0.253554
1793700,0.000000,0.242329
1793800,0.000000,0.232034
